model_year,maker,model_name,city,distance_covered (km),fuel_type,pre_owner,price (₹)
2017,Maruti,Vitara Brezza VDI OPT,New Delhi,39891,Diesel,3rd Owner,562599
2014,Hyundai,Eon ERA PLUS,New Delhi,59559,Petrol,1st Owner,204599
2018,Maruti,Alto K10 VXI,New Delhi,53488,Petrol,1st Owner,289799
2009,Maruti,Swift Dzire VXI,New Delhi,48058,Petrol,1st Owner,219499
2018,Hyundai,Creta 1.6 E + VTVT,New Delhi,17090,Petrol,2nd Owner,813799
2014,Renault,Duster 85 PS RXL,New Delhi,67522,Diesel,2nd Owner,389999
2010,Hyundai,i20 SPORTZ 1.2 O,New Delhi,75640,Petrol,2nd Owner,247399
2014,Maruti,Ritz ZXI,New Delhi,58664,Petrol,1st Owner,335299
2009,Ford,Fiesta 1.6 EXI LTD,New Delhi,94121,Petrol,1st Owner,169899
2009,Hyundai,i20 ASTA 1.2,New Delhi,69194,Petrol,2nd Owner,183199
2016,Maruti,Vitara Brezza ZDI,New Delhi,37767,Diesel,1st Owner,614699
2018,Maruti,Swift LXI,New Delhi,35240,Petrol,1st Owner,448599
2018,Maruti,Ciaz DELTA 1.4 VVT AT,New Delhi,20258,Petrol,1st Owner,763699
2012,Hyundai,i20 SPORTZ 1.4 CRDI,New Delhi,85411,Diesel,2nd Owner,259799
2017,Hyundai,Elite i20 Magna Executive 1.2,New Delhi,52887,Petrol,1st Owner,465399
2016,Hyundai,Creta 1.4 E PLUS CRDI,New Delhi,45574,Diesel,1st Owner,713399
2020,Maruti,Alto LXI,New Delhi,18509,Petrol,1st Owner,311999
2013,Maruti,Swift Dzire VDI BS IV,New Delhi,62602,Diesel,1st Owner,340299
2016,Renault,Kwid 1.0 RXT,New Delhi,53501,Petrol,1st Owner,243299
2016,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,New Delhi,55486,Petrol,1st Owner,368099
2017,Maruti,Baleno SIGMA 1.2 K12,New Delhi,49927,Petrol,1st Owner,403999
2012,Mercedes,Benz E Class E 220 CDI CLASSIC,New Delhi,53597,Diesel,2nd Owner,978199
2016,Honda,City S MT PETROL,New Delhi,53345,Petrol,1st Owner,606999
2016,Hyundai,Grand i10 MAGNA 1.2 VTVT,New Delhi,65895,Petrol,3rd Owner,311599
2017,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,New Delhi,62394,Petrol + CNG,1st Owner,424899
2012,Nissan,Sunny XL PETROL,New Delhi,82364,Petrol,1st Owner,280699
2015,Hyundai,Grand i10 MAGNA 1.2 VTVT,New Delhi,82443,Petrol,1st Owner,331799
2018,Toyota,YARIS V MT,New Delhi,14459,Petrol,1st Owner,780299
2018,Maruti,Vitara Brezza VDI,New Delhi,40769,Diesel,1st Owner,695699
2019,Maruti,Vitara Brezza ZDI + AMT,New Delhi,8091,Diesel,1st Owner,907399
2011,Honda,City S MT PETROL,New Delhi,86581,Petrol,2nd Owner,320899
2019,MG,HECTOR SHARP DCT PETROL,New Delhi,9422,Petrol,1st Owner,1576899
2015,Maruti,Celerio VXI AMT,Bengaluru,7187,Petrol,1st Owner,440299
2014,Tata,Nano XT TWIST,Bengaluru,25514,Petrol,1st Owner,183499
2011,Maruti,A Star VXI ABS AT,Bengaluru,22465,Petrol,2nd Owner,294499
2012,Hyundai,i10 ERA 1.1 IRDE,Bengaluru,22030,Petrol,1st Owner,310399
2015,Honda,Brio 1.2 S MT I VTEC,Bengaluru,32984,Petrol,2nd Owner,458499
2010,Hyundai,i10 MAGNA 1.2,Bengaluru,23373,Petrol,1st Owner,305999
2008,Hyundai,Santro Xing GL,Bengaluru,41350,Petrol,2nd Owner,222999
2014,Tata,Nano XT TWIST,Bengaluru,38527,Petrol,1st Owner,172699
2013,Maruti,Alto K10 LXI,Bengaluru,26293,Petrol,2nd Owner,304799
2010,Hyundai,i20 MAGNA O 1.2,Bengaluru,35088,Petrol,3rd Owner,364699
2013,Honda,Brio 1.2 S MT I VTEC,Bengaluru,23011,Petrol,2nd Owner,343099
2015,Maruti,Swift VXI,Bengaluru,26447,Petrol,1st Owner,531699
2015,Tata,Nano XT TWIST,Bengaluru,21822,Petrol,2nd Owner,191199
2008,Hyundai,i10 MAGNA 1.1 IRDE2,Bengaluru,70527,Petrol,2nd Owner,270999
2012,Maruti,Ritz VXI BS IV,Bengaluru,32591,Petrol,1st Owner,386999
2016,Maruti,Celerio ZXI AMT,Bengaluru,24432,Petrol,2nd Owner,453599
2014,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Bengaluru,26578,Petrol,1st Owner,488999
2013,Hyundai,i10 SPORTZ 1.2 AT KAPPA2,Bengaluru,22201,Petrol,1st Owner,446399
2010,Hyundai,i20 SPORTZ 1.2 O,Bengaluru,42056,Petrol,2nd Owner,370399
2017,Maruti,Celerio ZXI AMT,Bengaluru,10242,Petrol,2nd Owner,435099
2010,Hyundai,i10 MAGNA 1.2,Bengaluru,40429,Petrol,1st Owner,286699
2015,Maruti,Celerio VXI AMT,Bengaluru,23775,Petrol,2nd Owner,370399
2015,Tata,Nano XT TWIST,Bengaluru,8664,Petrol,1st Owner,202599
2013,Maruti,Swift Dzire VXI 1.2 BS IV,Bengaluru,23279,Petrol,1st Owner,467699
2012,Maruti,Alto K10 LXI,Bengaluru,44118,Petrol,1st Owner,263399
2011,Maruti,Alto LXI,Bengaluru,17001,Petrol,1st Owner,283299
2013,Hyundai,i20 MAGNA O 1.2,Bengaluru,24570,Petrol,1st Owner,454099
2010,Hyundai,i10 SPORTZ 1.2,Bengaluru,40198,Petrol,2nd Owner,325899
2011,Honda,City S MT PETROL,Bengaluru,34963,Petrol,2nd Owner,452499
2014,Hyundai,Eon MAGNA PLUS,Bengaluru,24024,Petrol,3rd Owner,314399
2011,Maruti,Alto K10 VXI,Bengaluru,39169,Petrol,1st Owner,270699
2015,Maruti,Celerio ZXI AMT,Bengaluru,30446,Petrol,1st Owner,417099
2015,Hyundai,i10 SPORTZ 1.1 IRDE2,Bengaluru,23841,Petrol,1st Owner,443099
2013,Maruti,Eeco 5 STR WITH AC PLUSHTR,Bengaluru,18428,Petrol,1st Owner,326299
2016,Maruti,Celerio VXI,Bengaluru,7113,Petrol,1st Owner,456299
2013,Hyundai,Eon ERA PLUS,Bengaluru,48799,Petrol,2nd Owner,273599
2011,Hyundai,Santro Xing GL PLUS,Bengaluru,10252,Petrol,1st Owner,301699
2018,Maruti,Alto K10 VXI (O) AMT,Bengaluru,9861,Petrol,1st Owner,424499
2011,Maruti,Wagon R 1.0 VXI,Bengaluru,33891,Petrol,1st Owner,321599
2018,Maruti,Alto K10 VXI (O) AMT,Bengaluru,6193,Petrol,1st Owner,409199
2010,Maruti,Zen Estilo LXI,Bengaluru,43249,Petrol,2nd Owner,221799
2020,Hyundai,GRAND I10 NIOS SPORTZ 1.2 AT,Bengaluru,2259,Petrol,1st Owner,729899
2012,Maruti,Swift VXI,Bengaluru,39236,Petrol,1st Owner,459799
2012,Maruti,Swift ZXI,Bengaluru,42779,Petrol,2nd Owner,460199
2012,Chevrolet,Beat LS PETROL,Bengaluru,30968,Petrol,1st Owner,244299
2011,Maruti,Eeco 5 STR WITH AC PLUSHTR,Bengaluru,38301,Petrol,2nd Owner,300999
2013,Maruti,Wagon R 1.0 VXI,Bengaluru,46248,Petrol,1st Owner,381299
2014,Tata,Nano XT TWIST,Bengaluru,23494,Petrol,2nd Owner,192199
2008,Hyundai,i10 MAGNA 1.2,Bengaluru,62730,Petrol,3rd Owner,259599
2010,Maruti,Wagon R 1.0 LXI,Bengaluru,54397,Petrol,2nd Owner,279199
2014,Hyundai,Eon D LITE PLUS,Bengaluru,31287,Petrol,3rd Owner,272599
2018,Maruti,Alto K10 VXI (O) AMT,Bengaluru,6428,Petrol,1st Owner,410599
2014,Hyundai,Grand i10 ASTA 1.2 (O) VTVT,Bengaluru,26036,Petrol,1st Owner,500799
2014,Maruti,Alto K10 VXI,Bengaluru,39824,Petrol,2nd Owner,283899
2010,Hyundai,i10 MAGNA 1.1 IRDE2,Bengaluru,49994,Petrol,1st Owner,318799
2012,Maruti,Alto 800 LXI,Bengaluru,24679,Petrol,3rd Owner,231399
2013,Maruti,Alto 800 LXI,Bengaluru,35165,Petrol,2nd Owner,256199
2009,Fiat,Grand Punto ACTIVE 1.2,Bengaluru,56137,Petrol,1st Owner,263599
2014,Maruti,Swift Dzire VXI 1.2 BS IV,Bengaluru,14670,Petrol,1st Owner,575899
2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Bengaluru,5711,Petrol,1st Owner,500399
2014,Maruti,Alto K10 VXI,Bengaluru,32647,Petrol,1st Owner,358399
2016,Maruti,Alto 800 LXI,Bengaluru,27100,Petrol,1st Owner,313499
2015,Maruti,Alto K10 VXI,Bengaluru,24612,Petrol,2nd Owner,287199
2012,Maruti,Alto LXI,Bengaluru,25985,Petrol,1st Owner,291699
2012,Maruti,Alto LXI,Bengaluru,17312,Petrol,1st Owner,231399
2011,Maruti,Ritz LXI,Bengaluru,27561,Petrol,2nd Owner,335499
2012,Hyundai,i10 ERA 1.1 IRDE,Bengaluru,39970,Petrol,2nd Owner,342899
2013,Hyundai,i10 SPORTZ 1.2 AT KAPPA2,Bengaluru,14965,Petrol,1st Owner,460799
2014,Maruti,Celerio VXI AMT,Bengaluru,26028,Petrol,1st Owner,425199
2011,Maruti,Alto K10 LXI,Bengaluru,42935,Petrol,2nd Owner,225999
2017,Renault,Kwid RXT 1.0 EASY-R  AT,Bengaluru,24005,Petrol,1st Owner,379799
2011,Maruti,Ritz VXI BS IV,Bengaluru,34804,Petrol,1st Owner,413399
2009,Chevrolet,Spark LS 1.0,Bengaluru,20028,Petrol,1st Owner,193299
2013,Maruti,Alto 800 LXI,Bengaluru,22219,Petrol,2nd Owner,280699
2011,Maruti,Alto K10 VXI,Bengaluru,70996,Petrol,1st Owner,242699
2011,Hyundai,i10 SPORTZ 1.2 KAPPA2,Bengaluru,39213,Petrol,1st Owner,380499
2014,Maruti,Alto K10 VXI,Bengaluru,34163,Petrol,2nd Owner,352899
2010,Maruti,Alto LXI,Bengaluru,47758,Petrol,1st Owner,249099
2010,Maruti,Wagon R 1.0 VXI,Bengaluru,22696,Petrol,1st Owner,337399
2015,Hyundai,Eon ERA PLUS,Bengaluru,23614,Petrol,2nd Owner,293499
2015,Tata,Nano TWIST XTA,Bengaluru,45210,Petrol,3rd Owner,203199
2012,Maruti,Alto LXI,Bengaluru,16071,Petrol,2nd Owner,286899
2011,Maruti,Wagon R 1.0 VXI,Bengaluru,58519,Petrol,1st Owner,295299
2015,Maruti,Eeco 5 STR WITH AC PLUSHTR,Bengaluru,15107,Petrol,1st Owner,390199
2012,Maruti,Alto K10 VXI,Bengaluru,34268,Petrol,2nd Owner,274199
2011,Hyundai,i20 MAGNA O 1.2,Bengaluru,35585,Petrol,1st Owner,391899
2015,Maruti,Celerio VXI AMT,Bengaluru,15252,Petrol,1st Owner,428599
2011,Hyundai,i10 SPORTZ 1.2 KAPPA2,Bengaluru,33686,Petrol,3rd Owner,331199
2011,Maruti,Alto LXI,Bengaluru,42491,Petrol,1st Owner,269399
2013,Maruti,Alto 800 LXI,Bengaluru,33334,Petrol,1st Owner,262999
2007,Maruti,Alto LXI,Bengaluru,33538,Petrol,1st Owner,176799
2012,Maruti,Alto K10 VXI,Bengaluru,43367,Petrol,2nd Owner,276399
2016,Maruti,Eeco 5 STR WITH AC PLUS HTR,Bengaluru,18157,Petrol,1st Owner,391499
2016,Maruti,Alto 800 LXI,Bengaluru,31923,Petrol,3rd Owner,273299
2016,Maruti,Alto 800 LXI,Bengaluru,10478,Petrol,1st Owner,281499
2010,Maruti,Alto LXI,Bengaluru,28345,Petrol,1st Owner,215099
2011,Maruti,Ritz LXI,Bengaluru,39755,Petrol,1st Owner,356399
2015,Maruti,Alto K10 VXI AMT,Bengaluru,12593,Petrol,2nd Owner,377299
2011,Maruti,Wagon R 1.0 VXI,Bengaluru,65270,Petrol,1st Owner,351199
2011,Maruti,Alto LXI,Bengaluru,47876,Petrol,2nd Owner,258099
2009,Maruti,Alto LXI,Bengaluru,48989,Petrol,3rd Owner,182399
2016,Hyundai,i20 Active 1.2 SX,Bengaluru,30190,Petrol,2nd Owner,610399
2012,Honda,Brio 1.2 S MT I VTEC,Bengaluru,47649,Petrol,1st Owner,359299
2010,Maruti,Alto K10 LXI,Bengaluru,48772,Petrol,3rd Owner,198499
2012,Maruti,Swift VXI,Bengaluru,29624,Petrol,1st Owner,429899
2009,Maruti,Alto LXI,Bengaluru,26432,Petrol,1st Owner,221599
2011,Maruti,Alto K10 VXI,Bengaluru,52908,Petrol,3rd Owner,234999
2010,Maruti,Alto LXI,Bengaluru,36141,Petrol,1st Owner,248499
2010,Hyundai,i20 SPORTZ 1.2 O,Bengaluru,53506,Petrol,3rd Owner,329199
2016,Renault,Kwid RXT Opt,Bengaluru,14773,Petrol,1st Owner,360699
2012,Maruti,Swift VXI,Bengaluru,63009,Petrol,1st Owner,455299
2012,Maruti,Eeco 5 STR WITH AC PLUSHTR,Bengaluru,46403,Petrol,2nd Owner,325899
2013,Maruti,Swift Dzire VXI Regal Limited edition,Bengaluru,53166,Petrol,1st Owner,442399
2012,Maruti,Alto K10 VXI,Bengaluru,50282,Petrol,3rd Owner,257599
2013,Hyundai,i10 SPORTZ 1.2 AT KAPPA2,Bengaluru,59237,Petrol,1st Owner,399999
2014,Maruti,Ritz VXI BS IV,Bengaluru,52410,Petrol,1st Owner,411599
2017,Maruti,Alto 800 VXI,Bengaluru,6202,Petrol,2nd Owner,359299
2014,Maruti,Celerio VXI AMT,Bengaluru,35366,Petrol,2nd Owner,387699
2010,Hyundai,i10 MAGNA 1.2,Bengaluru,43402,Petrol,3rd Owner,271299
2017,Maruti,OMNI E 8 STR,Bengaluru,28486,Petrol,2nd Owner,317799
2013,Maruti,Swift VXI,Bengaluru,44431,Petrol,2nd Owner,465799
2010,Maruti,Alto K10 VXI,Bengaluru,42705,Petrol,2nd Owner,249199
2016,Hyundai,Grand i10 MAGNA 1.2 VTVT,Bengaluru,34448,Petrol,2nd Owner,421499
2014,Maruti,Swift Dzire VXI 1.2 BS IV,Bengaluru,50960,Petrol,2nd Owner,481699
2015,Tata,Nano TWIST XTA,Bengaluru,35074,Petrol,1st Owner,237599
2011,Maruti,Swift Dzire VXI 1.2 BS IV,Bengaluru,40461,Petrol,2nd Owner,401999
2012,Hyundai,i10 SPORTZ 1.2 KAPPA2,Bengaluru,40807,Petrol,1st Owner,330799
2011,Maruti,Alto LXI,Bengaluru,46746,Petrol,2nd Owner,271699
2015,Hyundai,Grand i10 ASTA 1.2 (O) VTVT,Bengaluru,43106,Petrol,1st Owner,547899
2015,Tata,Nano TWIST XTA,Bengaluru,29556,Petrol,2nd Owner,222999
2014,Hyundai,Eon MAGNA PLUS,Bengaluru,25857,Petrol,1st Owner,305699
2010,Maruti,Ritz VXI BS IV,Bengaluru,38191,Petrol,1st Owner,380799
2011,Hyundai,Santro Xing GL PLUS,Bengaluru,16261,Petrol,1st Owner,319699
2013,Maruti,Alto 800 LXI,Bengaluru,36029,Petrol,1st Owner,279599
2014,Hyundai,Eon MAGNA PLUS,Bengaluru,30303,Petrol,1st Owner,312899
2011,Maruti,Wagon R 1.0 VXI,Bengaluru,63460,Petrol,1st Owner,314399
2013,Maruti,Alto 800 LXI,Bengaluru,47077,Petrol,1st Owner,281499
2011,Hyundai,i20 MAGNA O 1.2,Bengaluru,38857,Petrol,1st Owner,367599
2015,Maruti,Ritz ZXI ABS,Bengaluru,18966,Petrol,1st Owner,487599
2016,Maruti,Swift LXI OPT,Bengaluru,35352,Petrol,1st Owner,541899
2009,Maruti,Zen Estilo LXI,Bengaluru,28981,Petrol,1st Owner,222699
2015,Maruti,Eeco 5 STR WITH AC PLUSHTR,Bengaluru,36647,Petrol,1st Owner,384699
2015,Maruti,Swift Dzire LXI 1.2 BS IV,Bengaluru,45865,Petrol,1st Owner,427999
2010,Maruti,A Star VXI,Bengaluru,25549,Petrol,1st Owner,286599
2013,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Bengaluru,23439,Petrol,2nd Owner,404299
2012,Maruti,Wagon R 1.0 VXI,Bengaluru,60223,Petrol,1st Owner,292399
2020,Renault,TRIBER 1.0 RXZ,Bengaluru,2151,Petrol,1st Owner,726799
2011,Hyundai,i20 ASTA 1.2,Bengaluru,58055,Petrol,1st Owner,399499
2014,Maruti,Swift VXI,Bengaluru,24268,Petrol,1st Owner,481499
2009,Maruti,Alto LXI,Bengaluru,428123,Petrol,2nd Owner,196999
2011,Hyundai,i10 MAGNA 1.2 KAPPA2,Bengaluru,61322,Petrol,1st Owner,335999
2014,Maruti,Alto K10 VXI,Bengaluru,43290,Petrol,3rd Owner,323499
2014,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Bengaluru,28276,Petrol,2nd Owner,469699
2010,Hyundai,i20 MAGNA O 1.2,Bengaluru,55232,Petrol,1st Owner,374499
2016,Maruti,Eeco 5 STR WITH AC PLUSHTR,Bengaluru,38114,Petrol,1st Owner,372499
2010,Maruti,Alto K10 LXI,Bengaluru,56300,Petrol,1st Owner,253099
2019,Maruti,Alto LXI,Bengaluru,13217,Petrol,1st Owner,325599
2011,Maruti,Ritz VXI BS IV,Bengaluru,62420,Petrol,1st Owner,376799
2016,Maruti,Alto K10 VXI (O) AMT,Bengaluru,28652,Petrol,2nd Owner,378199
2014,Maruti,Wagon R 1.0 VXI,Bengaluru,46468,Petrol,2nd Owner,362799
2012,Maruti,Wagon R 1.0 VXI,Bengaluru,60412,Petrol,1st Owner,313699
2017,Maruti,Alto K10 VXI AMT,Bengaluru,25199,Petrol,1st Owner,347799
2011,Hyundai,i10 SPORTZ 1.2 KAPPA2,Bengaluru,53572,Petrol,1st Owner,364199
2014,Maruti,Alto 800 LXI,Bengaluru,21725,Petrol,1st Owner,271799
2013,Hyundai,i10 SPORTZ 1.2 AT KAPPA2,Bengaluru,23298,Petrol,1st Owner,443099
2014,Maruti,Wagon R 1.0 VXI,Bengaluru,27274,Petrol,1st Owner,402499
2013,Maruti,Ritz VXI BS IV,Bengaluru,33225,Petrol,1st Owner,400299
2011,Maruti,Ritz VXI BS IV,Bengaluru,60921,Petrol,2nd Owner,358499
2015,Hyundai,i10 SPORTZ 1.1 IRDE2,Bengaluru,39456,Petrol,1st Owner,424399
2011,Hyundai,i10 SPORTZ 1.2 KAPPA2,Bengaluru,73911,Petrol,2nd Owner,311299
2010,Chevrolet,Beat LS PETROL,Bengaluru,98553,Petrol,1st Owner,214499
2013,Hyundai,i20 MAGNA O 1.2,Bengaluru,15679,Petrol,1st Owner,483699
2009,Maruti,Alto LXI,Bengaluru,43770,Petrol,1st Owner,215599
2009,Hyundai,Santro Xing GLS,Bengaluru,38007,Petrol,1st Owner,274199
2010,Hyundai,i10 SPORTZ 1.2 KAPPA2,Bengaluru,37163,Petrol,1st Owner,310499
2014,Hyundai,Santro Xing GLS,Bengaluru,46178,Petrol,1st Owner,304899
2010,Hyundai,i10 MAGNA 1.2,Bengaluru,55588,Petrol,1st Owner,330599
2015,Maruti,Celerio VXI AMT,Bengaluru,21715,Petrol,1st Owner,405899
2009,Hyundai,i10 SPORTZ 1.2,Bengaluru,35925,Petrol,1st Owner,307199
2009,Maruti,Wagon R LXI MINOR,Bengaluru,45139,Petrol,1st Owner,231699
2010,Hyundai,i10 MAGNA 1.2,Bengaluru,52027,Petrol,1st Owner,314899
2012,Maruti,Alto K10 VXI,Bengaluru,67346,Petrol,1st Owner,263399
2017,Hyundai,Grand i10 SPORTS 1.2 VTVT,Bengaluru,14308,Petrol,2nd Owner,553299
2011,Hyundai,Santro Xing GL PLUS,Bengaluru,69819,Petrol,2nd Owner,246199
2013,Hyundai,i10 SPORTZ 1.2 AT KAPPA2,Bengaluru,46057,Petrol,1st Owner,410499
2015,Maruti,Swift VXI,Bengaluru,24740,Petrol,1st Owner,497999
2011,Maruti,Swift VDI,Bengaluru,60118,Diesel,2nd Owner,433999
2016,Maruti,Alto K10 VXI,Bengaluru,36800,Petrol,1st Owner,338299
2010,Chevrolet,Beat LT PETROL,Bengaluru,33225,Petrol,2nd Owner,227099
2010,Maruti,Alto K10 VXI,Bengaluru,56095,Petrol,1st Owner,230299
2013,Hyundai,Santro Xing GLS,Bengaluru,45209,Petrol,2nd Owner,281399
2013,Maruti,Wagon R Stingray VXI,Bengaluru,56462,Petrol,1st Owner,373399
2015,Maruti,Swift VXI,Bengaluru,35276,Petrol,2nd Owner,476799
2010,Chevrolet,Spark LS 1.0 LPG,Bengaluru,42663,Petrol + LPG,1st Owner,180399
2017,Hyundai,Eon ERA PLUS (O),Bengaluru,22418,Petrol,1st Owner,348099
2010,Nissan,Micra XL PETROL,Bengaluru,67928,Petrol,1st Owner,264899
2011,Hyundai,i20 MAGNA O 1.2,Bengaluru,51746,Petrol,1st Owner,355999
2010,Hyundai,i10 SPORTZ 1.2 KAPPA2,Bengaluru,35835,Petrol,1st Owner,341399
2018,Datsun,Redi Go 1.0 S AT,Bengaluru,26739,Petrol,2nd Owner,341399
2010,Maruti,Alto LXI,Bengaluru,24045,Petrol,2nd Owner,212699
2010,Hyundai,i10 SPORTZ 1.2 KAPPA2,Bengaluru,65697,Petrol,1st Owner,330499
2014,Maruti,Swift Dzire VXI 1.2 BS IV,Bengaluru,41623,Petrol,1st Owner,520999
2013,Maruti,Wagon R 1.0 VXI,Bengaluru,23184,Petrol,1st Owner,351699
2014,Maruti,Ritz VXI BS IV,Bengaluru,54073,Petrol,2nd Owner,376999
2010,Maruti,Ritz LXI,Bengaluru,61156,Petrol,1st Owner,343399
2016,Maruti,Celerio ZXI OPT,Bengaluru,42195,Petrol,1st Owner,438599
2008,Hyundai,Santro Xing GLS,Bengaluru,20719,Petrol,1st Owner,234699
2015,Maruti,Alto 800 LXI,Bengaluru,21980,Petrol,1st Owner,299999
2013,Maruti,Swift VXI,Bengaluru,45342,Petrol,3rd Owner,421199
2013,Maruti,Wagon R 1.0 VXI,Bengaluru,23401,Petrol,1st Owner,352799
2018,Maruti,Alto K10 VXI OPT,Bengaluru,17788,Petrol,1st Owner,386699
2013,Maruti,Wagon R 1.0 VXI,Bengaluru,52421,Petrol,1st Owner,373699
2009,Hyundai,i10 MAGNA 1.2,Bengaluru,45611,Petrol,1st Owner,245199
2011,Maruti,Ritz VDI,Bengaluru,71585,Diesel,2nd Owner,344699
2009,Hyundai,i10 SPORTZ 1.2,Bengaluru,38304,Petrol,1st Owner,290999
2014,Maruti,Alto K10 VXI,Bengaluru,51984,Petrol,1st Owner,319299
2013,Maruti,Wagon R 1.0 VXI,Bengaluru,58454,Petrol,2nd Owner,316499
2016,Renault,Kwid RXT Opt,Bengaluru,29788,Petrol,1st Owner,357099
2014,Hyundai,Grand i10 ASTA AT 1.2 KAPPA VTVT,Bengaluru,52726,Petrol,3rd Owner,380999
2015,Maruti,Celerio VXI AMT,Bengaluru,25908,Petrol,1st Owner,396599
2014,Hyundai,Xcent S 1.2 OPT,Bengaluru,34233,Petrol,1st Owner,475999
2014,Hyundai,Santro Xing GL PLUS,Bengaluru,51284,Petrol,1st Owner,342499
2014,Maruti,Celerio VXI AMT,Bengaluru,53916,Petrol,2nd Owner,381699
2015,Maruti,Alto K10 VXI,Bengaluru,27835,Petrol,1st Owner,320299
2013,Hyundai,i10 SPORTZ 1.2 KAPPA2,Bengaluru,14350,Petrol,1st Owner,408499
2016,Maruti,Wagon R 1.0 VXI,Bengaluru,27428,Petrol,2nd Owner,411799
2014,Maruti,Wagon R 1.0 VXI,Bengaluru,57275,Petrol,1st Owner,364999
2008,Hyundai,i10 ASTA 1.2 WITH SUNROOF,Bengaluru,64650,Petrol,3rd Owner,267499
2016,Maruti,OMNI E 8 STR,Bengaluru,39227,Petrol,1st Owner,244399
2014,Maruti,Swift VXI,Bengaluru,21026,Petrol,1st Owner,521399
2008,Maruti,Alto LXI,Bengaluru,45812,Petrol,2nd Owner,209199
2009,Maruti,Alto XCITE,Bengaluru,58959,Petrol,2nd Owner,191399
2011,Hyundai,i10 MAGNA 1.2 KAPPA2,Bengaluru,71708,Petrol,2nd Owner,326199
2012,Maruti,Alto K10 VXI,Bengaluru,64058,Petrol,1st Owner,263099
2011,Hyundai,i20 ASTA 1.2 O WITH SUNROOF,Bengaluru,71654,Petrol,3rd Owner,366599
2013,Hyundai,i10 SPORTZ 1.2 AT KAPPA2,Bengaluru,59555,Petrol,2nd Owner,370299
2011,Hyundai,i10 MAGNA 1.2 KAPPA2,Bengaluru,73153,Petrol,1st Owner,322299
2010,Hyundai,Santro Xing GL,Bengaluru,67770,Petrol,3rd Owner,225799
2017,Tata,Tiago XZ 1.2 REVOTRON,Bengaluru,50292,Petrol,1st Owner,471199
2011,Honda,City S MT PETROL,Bengaluru,74354,Petrol,1st Owner,461599
2014,Maruti,Swift Dzire VXI 1.2 BS IV,Bengaluru,3813,Petrol,1st Owner,511899
2012,Maruti,Alto K10 VXI,Bengaluru,33186,Petrol,2nd Owner,261799
2009,Maruti,Wagon R LXI,Bengaluru,43468,Petrol,2nd Owner,224699
2011,Maruti,Alto K10 LXI,Bengaluru,64152,Petrol,1st Owner,278799
2014,Maruti,Alto 800 LXI,Bengaluru,48657,Petrol,1st Owner,257499
2009,Hyundai,Santro Xing GL,Bengaluru,50320,Petrol,1st Owner,192799
2010,Hyundai,i10 MAGNA 1.2,Bengaluru,67892,Petrol,1st Owner,314099
2011,Maruti,Alto K10 VXI,Bengaluru,63550,Petrol,3rd Owner,217299
2013,Maruti,Wagon R 1.0 VXI,Bengaluru,72925,Petrol,1st Owner,368599
2013,Maruti,Ritz LXI,Bengaluru,58907,Petrol,2nd Owner,358699
2010,Hyundai,i20 SPORTZ 1.2 O,Bengaluru,61105,Petrol,1st Owner,412099
2011,Maruti,Alto K10 LXI,Bengaluru,66167,Petrol,1st Owner,274999
2011,Ford,Figo 1.2 ZXI DURATEC,Bengaluru,66451,Petrol,1st Owner,276099
2008,Maruti,Swift Dzire VXI 1.3,Bengaluru,85451,Petrol,1st Owner,301899
2014,Hyundai,Xcent S 1.2 OPT,Bengaluru,54694,Petrol,1st Owner,462199
2018,Maruti,Alto K10 VXI OPT,Bengaluru,29928,Petrol,1st Owner,372999
2014,Maruti,Swift Dzire VXI 1.2 BS IV,Bengaluru,64614,Petrol,1st Owner,469699
2010,Maruti,Alto LXI,Bengaluru,71122,Petrol,2nd Owner,211499
2011,Maruti,Alto K10 VXI,Bengaluru,68153,Petrol,2nd Owner,236899
2011,Maruti,Wagon R 1.0 VXI,Bengaluru,126386,Petrol,1st Owner,313899
2017,Renault,Kwid RXT 1.0 EASY-R  AT,Bengaluru,7688,Petrol,1st Owner,433699
2009,Maruti,Swift Dzire VXI 1.3,Bengaluru,49308,Petrol,1st Owner,376799
2014,Maruti,Swift Dzire VXI 1.2 BS IV,Bengaluru,42772,Petrol,1st Owner,509999
2009,Hyundai,i20 MAGNA 1.2 VTVT,Bengaluru,60745,Petrol,2nd Owner,323199
2015,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Bengaluru,14867,Petrol,1st Owner,476899
2015,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Bengaluru,15839,Petrol,1st Owner,487499
2010,Hyundai,i20 SPORTZ 1.2 O,Bengaluru,56045,Petrol,2nd Owner,369899
2007,Hyundai,Santro Xing XO ERLX EURO III,Bengaluru,104893,Petrol,1st Owner,177399
2009,Maruti,Ritz VXI,Bengaluru,54431,Petrol,1st Owner,297599
2019,Honda,Amaze 1.2 VXMT I VTEC,Bengaluru,15979,Petrol,1st Owner,779399
